cell	count(cell)	drug	count(drug)	count(cell,drug)	ratio(by drug)	ratio(bycell)
NCI-H3122	70	ALK	155	5	0.032258064516129	0.0714285714285714
MDA-MB-157	190	ALK	155	0	0	0
SW900	87	ALK	155	7	0.0451612903225806	0.0804597701149425
UACC-812	340	ALK	155	0	0	0
KU-19-19	68	ALK	155	0	0	0
BT-20	192	ALK	155	0	0	0
MDA-MB-436	187	ALK	155	0	0	0
RKO	63	ALK	155	0	0	0
M14	129	ALK	155	0	0	0
T-24	188	ALK	155	0	0	0
NCI-H2291	89	ALK	155	8	0.0516129032258065	0.0898876404494382
SW837	104	ALK	155	0	0	0
MDA-MB-415	52	ALK	155	0	0	0
VCaP	29	ALK	155	0	0	0
MDA-MB-453	188	ALK	155	0	0	0
HCC1143	136	ALK	155	0	0	0
HCC70	180	ALK	155	0	0	0
CAL-51	140	ALK	155	0	0	0
22RV1	26	ALK	155	0	0	0
HCC1806	140	ALK	155	0	0	0
HT-1197	168	ALK	155	0	0	0
KATOIII	27	PIM1	415	1	0.00240963855421687	0.037037037037037
Hs-578-T	127	PIM1	415	6	0.0144578313253012	0.047244094488189
CAMA-1	427	PIM1	415	8	0.0192771084337349	0.0187353629976581
MDA-MB-361	451	PIM1	415	0	0	0
NCI-H23	85	PIM1	415	2	0.00481927710843374	0.0235294117647059
SW780	181	PIM1	415	18	0.0433734939759036	0.0994475138121547
SW48	124	PIM1	415	0	0	0
MDA-MB-175-VII	88	PIM1	415	0	0	0
HT-1376	170	PIM1	415	17	0.0409638554216867	0.1
CAL-148	138	PIM1	415	8	0.0192771084337349	0.0579710144927536
KMS-11	19	PIM1	415	1	0.00240963855421687	0.0526315789473684
VM-CUB-1	128	PIM1	415	9	0.0216867469879518	0.0703125
DMS-114	110	PIM1	415	3	0.0072289156626506	0.0272727272727273
SW948	95	PIM1	415	0	0	0
HCC1187	189	PIM1	415	8	0.0192771084337349	0.0423280423280423
NCI-H520	111	PIM1	415	3	0.0072289156626506	0.027027027027027
HCC38	137	PIM1	415	8	0.0192771084337349	0.0583941605839416
MDA-MB-231	140	PIM1	415	8	0.0192771084337349	0.0571428571428571
NCI-H226	79	PIM1	415	2	0.00481927710843374	0.0253164556962025
SW620	106	PIM1	415	0	0	0
HCC1500	375	PIM1	415	0	0	0
MDA-MB-468	181	PIM1	415	8	0.0192771084337349	0.0441988950276243
NCI-H358	91	PIM1	415	2	0.00481927710843374	0.021978021978022
HT-29	84	PIM1	415	0	0	0
EVSA-T	35	PIM1	415	0	0	0
647-V	191	PIM1	415	19	0.0457831325301205	0.0994764397905759
NCI-H747	110	PIM1	415	0	0	0
NCI-H1437	89	PIM1	415	2	0.00481927710843374	0.0224719101123595
HCC1428	136	PIM1	415	8	0.0192771084337349	0.0588235294117647
NCI-H1703	118	PIM1	415	3	0.0072289156626506	0.0254237288135593
HCC1419	262	PIM1	415	0	0	0
NCI-H838	84	PIM1	415	1	0.00240963855421687	0.0119047619047619
NCI-H2170	77	PIM1	415	2	0.00481927710843374	0.025974025974026
HCT-116	63	PIM1	415	0	0	0
NCI-H1563	65	PIM1	415	1	0.00240963855421687	0.0153846153846154
NCI-H1793	91	PIM1	415	2	0.00481927710843374	0.021978021978022
MCF7	404	PIM1	415	1	0.00240963855421687	0.00247524752475248
HCC1395	183	PIM1	415	8	0.0192771084337349	0.0437158469945355
NCI-H1299	91	PIM1	415	2	0.00481927710843374	0.021978021978022
COLO-205	123	PIM1	415	0	0	0
UM-UC-3	196	PIM1	415	19	0.0457831325301205	0.0969387755102041
NCI-SNU-16	26	PIM1	415	1	0.00240963855421687	0.0384615384615385
BT-549	139	PIM1	415	8	0.0192771084337349	0.0575539568345324
NCI-H522	88	PIM1	415	2	0.00481927710843374	0.0227272727272727
Calu-6	87	PIM1	415	2	0.00481927710843374	0.0229885057471264
TCCSUP	193	PIM1	415	19	0.0457831325301205	0.0984455958549223
RT4	27	PIM1	415	1	0.00240963855421687	0.037037037037037
CAL-120	158	PIM1	415	7	0.0168674698795181	0.0443037974683544
DU-4475	125	PIM1	415	7	0.0168674698795181	0.056
HCC1954	50	PIM1	415	0	0	0
NCI-H2085	90	PIM1	415	2	0.00481927710843374	0.0222222222222222
HCC1937	139	PIM1	415	8	0.0192771084337349	0.0575539568345324
LS-513	123	PIM1	415	0	0	0
HCC1569	52	PIM1	415	0	0	0
NCI-H1975	91	PIM1	415	2	0.00481927710843374	0.021978021978022
MFM-223	138	PIM1	415	8	0.0192771084337349	0.0579710144927536
Calu-3	57	PIM1	415	2	0.00481927710843374	0.0350877192982456
BFTC-905	186	PIM1	415	19	0.0457831325301205	0.102150537634409
J82	195	PIM1	415	19	0.0457831325301205	0.0974358974358974
C32	76	PIM1	415	0	0	0
T47D	365	PIM1	415	0	0	0
NCI-H2228	85	PIM1	415	2	0.00481927710843374	0.0235294117647059
A549	87	PIM1	415	2	0.00481927710843374	0.0229885057471264
BT-474	435	PIM1	415	0	0	0
NCI-H3122	70	PIM1	415	2	0.00481927710843374	0.0285714285714286
MDA-MB-157	190	PIM1	415	8	0.0192771084337349	0.0421052631578947
SW900	87	PIM1	415	1	0.00240963855421687	0.0114942528735632
UACC-812	340	PIM1	415	0	0	0
KU-19-19	68	PIM1	415	5	0.0120481927710843	0.0735294117647059
BT-20	192	PIM1	415	8	0.0192771084337349	0.0416666666666667
MDA-MB-436	187	PIM1	415	8	0.0192771084337349	0.0427807486631016
RKO	63	PIM1	415	0	0	0
M14	129	PIM1	415	5	0.0120481927710843	0.0387596899224806
T-24	188	PIM1	415	19	0.0457831325301205	0.101063829787234
NCI-H2291	89	PIM1	415	2	0.00481927710843374	0.0224719101123595
SW837	104	PIM1	415	0	0	0
MDA-MB-415	52	PIM1	415	0	0	0
VCaP	29	PIM1	415	4	0.00963855421686747	0.137931034482759
MDA-MB-453	188	PIM1	415	8	0.0192771084337349	0.0425531914893617
HCC1143	136	PIM1	415	8	0.0192771084337349	0.0588235294117647
HCC70	180	PIM1	415	8	0.0192771084337349	0.0444444444444444
CAL-51	140	PIM1	415	8	0.0192771084337349	0.0571428571428571
22RV1	26	PIM1	415	4	0.00963855421686747	0.153846153846154
HCC1806	140	PIM1	415	8	0.0192771084337349	0.0571428571428571
HT-1197	168	PIM1	415	18	0.0433734939759036	0.107142857142857
KATOIII	27	Docetaxel	21	0	0	0
Hs-578-T	127	Docetaxel	21	0	0	0
CAMA-1	427	Docetaxel	21	0	0	0
MDA-MB-361	451	Docetaxel	21	0	0	0
NCI-H23	85	Docetaxel	21	1	0.0476190476190476	0.0117647058823529
SW780	181	Docetaxel	21	0	0	0
SW48	124	Docetaxel	21	0	0	0
MDA-MB-175-VII	88	Docetaxel	21	0	0	0
HT-1376	170	Docetaxel	21	0	0	0
CAL-148	138	Docetaxel	21	0	0	0
KMS-11	19	Docetaxel	21	0	0	0
VM-CUB-1	128	Docetaxel	21	0	0	0
DMS-114	110	Docetaxel	21	1	0.0476190476190476	0.00909090909090909
SW948	95	Docetaxel	21	0	0	0
HCC1187	189	Docetaxel	21	0	0	0
NCI-H520	111	Docetaxel	21	1	0.0476190476190476	0.00900900900900901
HCC38	137	Docetaxel	21	0	0	0
MDA-MB-231	140	Docetaxel	21	0	0	0
NCI-H226	79	Docetaxel	21	1	0.0476190476190476	0.0126582278481013
SW620	106	Docetaxel	21	0	0	0
HCC1500	375	Docetaxel	21	0	0	0
MDA-MB-468	181	Docetaxel	21	0	0	0
NCI-H358	91	Docetaxel	21	1	0.0476190476190476	0.010989010989011
HT-29	84	Docetaxel	21	0	0	0
EVSA-T	35	Docetaxel	21	0	0	0
647-V	191	Docetaxel	21	0	0	0
NCI-H747	110	Docetaxel	21	0	0	0
NCI-H1437	89	Docetaxel	21	1	0.0476190476190476	0.0112359550561798
HCC1428	136	Docetaxel	21	0	0	0
NCI-H1703	118	Docetaxel	21	1	0.0476190476190476	0.00847457627118644
HCC1419	262	Docetaxel	21	0	0	0
NCI-H838	84	Docetaxel	21	1	0.0476190476190476	0.0119047619047619
NCI-H2170	77	Docetaxel	21	1	0.0476190476190476	0.012987012987013
HCT-116	63	Docetaxel	21	0	0	0
NCI-H1563	65	Docetaxel	21	1	0.0476190476190476	0.0153846153846154
NCI-H1793	91	Docetaxel	21	1	0.0476190476190476	0.010989010989011
MCF7	404	Docetaxel	21	0	0	0
HCC1395	183	Docetaxel	21	0	0	0
NCI-H1299	91	Docetaxel	21	1	0.0476190476190476	0.010989010989011
COLO-205	123	Docetaxel	21	0	0	0
UM-UC-3	196	Docetaxel	21	0	0	0
NCI-SNU-16	26	Docetaxel	21	0	0	0
BT-549	139	Docetaxel	21	0	0	0
NCI-H522	88	Docetaxel	21	1	0.0476190476190476	0.0113636363636364
Calu-6	87	Docetaxel	21	1	0.0476190476190476	0.0114942528735632
TCCSUP	193	Docetaxel	21	0	0	0
RT4	27	Docetaxel	21	0	0	0
CAL-120	158	Docetaxel	21	0	0	0
DU-4475	125	Docetaxel	21	0	0	0
HCC1954	50	Docetaxel	21	0	0	0
NCI-H2085	90	Docetaxel	21	1	0.0476190476190476	0.0111111111111111
HCC1937	139	Docetaxel	21	0	0	0
LS-513	123	Docetaxel	21	0	0	0
HCC1569	52	Docetaxel	21	0	0	0
NCI-H1975	91	Docetaxel	21	1	0.0476190476190476	0.010989010989011
MFM-223	138	Docetaxel	21	0	0	0
Calu-3	57	Docetaxel	21	0	0	0
BFTC-905	186	Docetaxel	21	0	0	0
J82	195	Docetaxel	21	0	0	0
C32	76	Docetaxel	21	0	0	0
T47D	365	Docetaxel	21	0	0	0
NCI-H2228	85	Docetaxel	21	1	0.0476190476190476	0.0117647058823529
A549	87	Docetaxel	21	1	0.0476190476190476	0.0114942528735632
BT-474	435	Docetaxel	21	0	0	0
NCI-H3122	70	Docetaxel	21	1	0.0476190476190476	0.0142857142857143
MDA-MB-157	190	Docetaxel	21	0	0	0
SW900	87	Docetaxel	21	1	0.0476190476190476	0.0114942528735632
UACC-812	340	Docetaxel	21	0	0	0
KU-19-19	68	Docetaxel	21	0	0	0
BT-20	192	Docetaxel	21	0	0	0
MDA-MB-436	187	Docetaxel	21	0	0	0
RKO	63	Docetaxel	21	0	0	0
M14	129	Docetaxel	21	0	0	0
T-24	188	Docetaxel	21	0	0	0
NCI-H2291	89	Docetaxel	21	1	0.0476190476190476	0.0112359550561798
SW837	104	Docetaxel	21	0	0	0
MDA-MB-415	52	Docetaxel	21	0	0	0
VCaP	29	Docetaxel	21	0	0	0
MDA-MB-453	188	Docetaxel	21	0	0	0
HCC1143	136	Docetaxel	21	0	0	0
HCC70	180	Docetaxel	21	0	0	0
CAL-51	140	Docetaxel	21	0	0	0
22RV1	26	Docetaxel	21	0	0	0
HCC1806	140	Docetaxel	21	0	0	0
HT-1197	168	Docetaxel	21	0	0	0
KATOIII	27	MTOR_1	1254	1	0.000797448165869219	0.037037037037037
Hs-578-T	127	MTOR_1	1254	19	0.0151515151515152	0.149606299212598
CAMA-1	427	MTOR_1	1254	59	0.0470494417862839	0.138173302107728
MDA-MB-361	451	MTOR_1	1254	51	0.0406698564593301	0.113082039911308
NCI-H23	85	MTOR_1	1254	3	0.00239234449760766	0.0352941176470588
SW780	181	MTOR_1	1254	19	0.0151515151515152	0.104972375690608
SW48	124	MTOR_1	1254	3	0.00239234449760766	0.0241935483870968
MDA-MB-175-VII	88	MTOR_1	1254	5	0.00398724082934609	0.0568181818181818
HT-1376	170	MTOR_1	1254	20	0.0159489633173844	0.117647058823529
CAL-148	138	MTOR_1	1254	21	0.0167464114832536	0.152173913043478
KMS-11	19	MTOR_1	1254	1	0.000797448165869219	0.0526315789473684
VM-CUB-1	128	MTOR_1	1254	17	0.0135566188197767	0.1328125
DMS-114	110	MTOR_1	1254	4	0.00318979266347687	0.0363636363636364
SW948	95	MTOR_1	1254	1	0.000797448165869219	0.0105263157894737
HCC1187	189	MTOR_1	1254	37	0.0295055821371611	0.195767195767196
NCI-H520	111	MTOR_1	1254	4	0.00318979266347687	0.036036036036036
HCC38	137	MTOR_1	1254	21	0.0167464114832536	0.153284671532847
MDA-MB-231	140	MTOR_1	1254	21	0.0167464114832536	0.15
NCI-H226	79	MTOR_1	1254	3	0.00239234449760766	0.0379746835443038
SW620	106	MTOR_1	1254	2	0.00159489633173844	0.0188679245283019
HCC1500	375	MTOR_1	1254	36	0.0287081339712919	0.096
MDA-MB-468	181	MTOR_1	1254	30	0.0239234449760766	0.165745856353591
NCI-H358	91	MTOR_1	1254	3	0.00239234449760766	0.032967032967033
HT-29	84	MTOR_1	1254	2	0.00159489633173844	0.0238095238095238
EVSA-T	35	MTOR_1	1254	9	0.00717703349282297	0.257142857142857
647-V	191	MTOR_1	1254	21	0.0167464114832536	0.109947643979058
NCI-H747	110	MTOR_1	1254	3	0.00239234449760766	0.0272727272727273
NCI-H1437	89	MTOR_1	1254	3	0.00239234449760766	0.0337078651685393
HCC1428	136	MTOR_1	1254	21	0.0167464114832536	0.154411764705882
NCI-H1703	118	MTOR_1	1254	4	0.00318979266347687	0.0338983050847458
HCC1419	262	MTOR_1	1254	35	0.0279106858054226	0.133587786259542
NCI-H838	84	MTOR_1	1254	3	0.00239234449760766	0.0357142857142857
NCI-H2170	77	MTOR_1	1254	3	0.00239234449760766	0.038961038961039
HCT-116	63	MTOR_1	1254	3	0.00239234449760766	0.0476190476190476
NCI-H1563	65	MTOR_1	1254	0	0	0
NCI-H1793	91	MTOR_1	1254	3	0.00239234449760766	0.032967032967033
MCF7	404	MTOR_1	1254	40	0.0318979266347687	0.099009900990099
HCC1395	183	MTOR_1	1254	33	0.0263157894736842	0.180327868852459
NCI-H1299	91	MTOR_1	1254	3	0.00239234449760766	0.032967032967033
COLO-205	123	MTOR_1	1254	3	0.00239234449760766	0.024390243902439
UM-UC-3	196	MTOR_1	1254	21	0.0167464114832536	0.107142857142857
NCI-SNU-16	26	MTOR_1	1254	1	0.000797448165869219	0.0384615384615385
BT-549	139	MTOR_1	1254	21	0.0167464114832536	0.151079136690647
NCI-H522	88	MTOR_1	1254	3	0.00239234449760766	0.0340909090909091
Calu-6	87	MTOR_1	1254	2	0.00159489633173844	0.0229885057471264
TCCSUP	193	MTOR_1	1254	21	0.0167464114832536	0.10880829015544
RT4	27	MTOR_1	1254	1	0.000797448165869219	0.037037037037037
CAL-120	158	MTOR_1	1254	20	0.0159489633173844	0.126582278481013
DU-4475	125	MTOR_1	1254	18	0.0143540669856459	0.144
HCC1954	50	MTOR_1	1254	14	0.0111642743221691	0.28
NCI-H2085	90	MTOR_1	1254	3	0.00239234449760766	0.0333333333333333
HCC1937	139	MTOR_1	1254	21	0.0167464114832536	0.151079136690647
LS-513	123	MTOR_1	1254	3	0.00239234449760766	0.024390243902439
HCC1569	52	MTOR_1	1254	14	0.0111642743221691	0.269230769230769
NCI-H1975	91	MTOR_1	1254	3	0.00239234449760766	0.032967032967033
MFM-223	138	MTOR_1	1254	20	0.0159489633173844	0.144927536231884
Calu-3	57	MTOR_1	1254	3	0.00239234449760766	0.0526315789473684
BFTC-905	186	MTOR_1	1254	21	0.0167464114832536	0.112903225806452
J82	195	MTOR_1	1254	21	0.0167464114832536	0.107692307692308
C32	76	MTOR_1	1254	0	0	0
T47D	365	MTOR_1	1254	47	0.0374800637958533	0.128767123287671
NCI-H2228	85	MTOR_1	1254	3	0.00239234449760766	0.0352941176470588
A549	87	MTOR_1	1254	3	0.00239234449760766	0.0344827586206897
BT-474	435	MTOR_1	1254	49	0.0390749601275917	0.11264367816092
NCI-H3122	70	MTOR_1	1254	3	0.00239234449760766	0.0428571428571429
MDA-MB-157	190	MTOR_1	1254	35	0.0279106858054226	0.184210526315789
SW900	87	MTOR_1	1254	3	0.00239234449760766	0.0344827586206897
UACC-812	340	MTOR_1	1254	28	0.0223285486443381	0.0823529411764706
KU-19-19	68	MTOR_1	1254	6	0.00478468899521531	0.0882352941176471
BT-20	192	MTOR_1	1254	35	0.0279106858054226	0.182291666666667
MDA-MB-436	187	MTOR_1	1254	34	0.0271132376395534	0.181818181818182
RKO	63	MTOR_1	1254	2	0.00159489633173844	0.0317460317460317
M14	129	MTOR_1	1254	20	0.0159489633173844	0.155038759689922
T-24	188	MTOR_1	1254	21	0.0167464114832536	0.111702127659574
NCI-H2291	89	MTOR_1	1254	3	0.00239234449760766	0.0337078651685393
SW837	104	MTOR_1	1254	2	0.00159489633173844	0.0192307692307692
MDA-MB-415	52	MTOR_1	1254	14	0.0111642743221691	0.269230769230769
VCaP	29	MTOR_1	1254	0	0	0
MDA-MB-453	188	MTOR_1	1254	32	0.025518341307815	0.170212765957447
HCC1143	136	MTOR_1	1254	21	0.0167464114832536	0.154411764705882
HCC70	180	MTOR_1	1254	33	0.0263157894736842	0.183333333333333
CAL-51	140	MTOR_1	1254	21	0.0167464114832536	0.15
22RV1	26	MTOR_1	1254	0	0	0
HCC1806	140	MTOR_1	1254	21	0.0167464114832536	0.15
HT-1197	168	MTOR_1	1254	17	0.0135566188197767	0.101190476190476
KATOIII	27	SLC16A4	203	0	0	0
Hs-578-T	127	SLC16A4	203	9	0.0443349753694581	0.0708661417322835
CAMA-1	427	SLC16A4	203	9	0.0443349753694581	0.0210772833723653
MDA-MB-361	451	SLC16A4	203	0	0	0
NCI-H23	85	SLC16A4	203	0	0	0
SW780	181	SLC16A4	203	0	0	0
SW48	124	SLC16A4	203	0	0	0
MDA-MB-175-VII	88	SLC16A4	203	0	0	0
HT-1376	170	SLC16A4	203	0	0	0
CAL-148	138	SLC16A4	203	9	0.0443349753694581	0.0652173913043478
KMS-11	19	SLC16A4	203	0	0	0
VM-CUB-1	128	SLC16A4	203	0	0	0
DMS-114	110	SLC16A4	203	0	0	0
SW948	95	SLC16A4	203	0	0	0
HCC1187	189	SLC16A4	203	9	0.0443349753694581	0.0476190476190476
NCI-H520	111	SLC16A4	203	0	0	0
HCC38	137	SLC16A4	203	8	0.0394088669950739	0.0583941605839416
MDA-MB-231	140	SLC16A4	203	9	0.0443349753694581	0.0642857142857143
NCI-H226	79	SLC16A4	203	0	0	0
SW620	106	SLC16A4	203	0	0	0
HCC1500	375	SLC16A4	203	0	0	0
MDA-MB-468	181	SLC16A4	203	9	0.0443349753694581	0.0497237569060773
NCI-H358	91	SLC16A4	203	0	0	0
HT-29	84	SLC16A4	203	0	0	0
EVSA-T	35	SLC16A4	203	0	0	0
647-V	191	SLC16A4	203	0	0	0
NCI-H747	110	SLC16A4	203	0	0	0
NCI-H1437	89	SLC16A4	203	0	0	0
HCC1428	136	SLC16A4	203	9	0.0443349753694581	0.0661764705882353
NCI-H1703	118	SLC16A4	203	0	0	0
HCC1419	262	SLC16A4	203	0	0	0
NCI-H838	84	SLC16A4	203	0	0	0
NCI-H2170	77	SLC16A4	203	0	0	0
HCT-116	63	SLC16A4	203	0	0	0
NCI-H1563	65	SLC16A4	203	0	0	0
NCI-H1793	91	SLC16A4	203	0	0	0
MCF7	404	SLC16A4	203	0	0	0
HCC1395	183	SLC16A4	203	9	0.0443349753694581	0.0491803278688525
NCI-H1299	91	SLC16A4	203	0	0	0
COLO-205	123	SLC16A4	203	0	0	0
UM-UC-3	196	SLC16A4	203	0	0	0
NCI-SNU-16	26	SLC16A4	203	0	0	0
BT-549	139	SLC16A4	203	9	0.0443349753694581	0.0647482014388489
NCI-H522	88	SLC16A4	203	0	0	0
Calu-6	87	SLC16A4	203	0	0	0
TCCSUP	193	SLC16A4	203	0	0	0
RT4	27	SLC16A4	203	0	0	0
CAL-120	158	SLC16A4	203	7	0.0344827586206897	0.0443037974683544
DU-4475	125	SLC16A4	203	8	0.0394088669950739	0.064
HCC1954	50	SLC16A4	203	0	0	0
NCI-H2085	90	SLC16A4	203	0	0	0
HCC1937	139	SLC16A4	203	9	0.0443349753694581	0.0647482014388489
LS-513	123	SLC16A4	203	0	0	0
HCC1569	52	SLC16A4	203	0	0	0
NCI-H1975	91	SLC16A4	203	0	0	0
MFM-223	138	SLC16A4	203	9	0.0443349753694581	0.0652173913043478
Calu-3	57	SLC16A4	203	0	0	0
BFTC-905	186	SLC16A4	203	0	0	0
J82	195	SLC16A4	203	0	0	0
C32	76	SLC16A4	203	0	0	0
T47D	365	SLC16A4	203	0	0	0
NCI-H2228	85	SLC16A4	203	0	0	0
A549	87	SLC16A4	203	0	0	0
BT-474	435	SLC16A4	203	0	0	0
NCI-H3122	70	SLC16A4	203	0	0	0
MDA-MB-157	190	SLC16A4	203	9	0.0443349753694581	0.0473684210526316
SW900	87	SLC16A4	203	0	0	0
UACC-812	340	SLC16A4	203	0	0	0
KU-19-19	68	SLC16A4	203	0	0	0
BT-20	192	SLC16A4	203	9	0.0443349753694581	0.046875
MDA-MB-436	187	SLC16A4	203	9	0.0443349753694581	0.0481283422459893
RKO	63	SLC16A4	203	0	0	0
M14	129	SLC16A4	203	9	0.0443349753694581	0.0697674418604651
T-24	188	SLC16A4	203	0	0	0
NCI-H2291	89	SLC16A4	203	0	0	0
SW837	104	SLC16A4	203	0	0	0
MDA-MB-415	52	SLC16A4	203	0	0	0
VCaP	29	SLC16A4	203	0	0	0
MDA-MB-453	188	SLC16A4	203	9	0.0443349753694581	0.0478723404255319
HCC1143	136	SLC16A4	203	9	0.0443349753694581	0.0661764705882353
HCC70	180	SLC16A4	203	9	0.0443349753694581	0.05
CAL-51	140	SLC16A4	203	9	0.0443349753694581	0.0642857142857143
22RV1	26	SLC16A4	203	0	0	0
HCC1806	140	SLC16A4	203	9	0.0443349753694581	0.0642857142857143
HT-1197	168	SLC16A4	203	0	0	0
KATOIII	27	AKT_SGK	182	0	0	0
Hs-578-T	127	AKT_SGK	182	7	0.0384615384615385	0.0551181102362205
CAMA-1	427	AKT_SGK	182	8	0.043956043956044	0.0187353629976581
MDA-MB-361	451	AKT_SGK	182	0	0	0
NCI-H23	85	AKT_SGK	182	0	0	0
SW780	181	AKT_SGK	182	0	0	0
SW48	124	AKT_SGK	182	0	0	0
MDA-MB-175-VII	88	AKT_SGK	182	0	0	0
HT-1376	170	AKT_SGK	182	0	0	0
CAL-148	138	AKT_SGK	182	8	0.043956043956044	0.0579710144927536
KMS-11	19	AKT_SGK	182	0	0	0
VM-CUB-1	128	AKT_SGK	182	0	0	0
DMS-114	110	AKT_SGK	182	0	0	0
SW948	95	AKT_SGK	182	0	0	0
HCC1187	189	AKT_SGK	182	8	0.043956043956044	0.0423280423280423
NCI-H520	111	AKT_SGK	182	0	0	0
HCC38	137	AKT_SGK	182	8	0.043956043956044	0.0583941605839416
MDA-MB-231	140	AKT_SGK	182	8	0.043956043956044	0.0571428571428571
NCI-H226	79	AKT_SGK	182	0	0	0
SW620	106	AKT_SGK	182	0	0	0
HCC1500	375	AKT_SGK	182	0	0	0
MDA-MB-468	181	AKT_SGK	182	8	0.043956043956044	0.0441988950276243
NCI-H358	91	AKT_SGK	182	0	0	0
HT-29	84	AKT_SGK	182	0	0	0
EVSA-T	35	AKT_SGK	182	0	0	0
647-V	191	AKT_SGK	182	0	0	0
NCI-H747	110	AKT_SGK	182	0	0	0
NCI-H1437	89	AKT_SGK	182	0	0	0
HCC1428	136	AKT_SGK	182	8	0.043956043956044	0.0588235294117647
NCI-H1703	118	AKT_SGK	182	0	0	0
HCC1419	262	AKT_SGK	182	0	0	0
NCI-H838	84	AKT_SGK	182	0	0	0
NCI-H2170	77	AKT_SGK	182	0	0	0
HCT-116	63	AKT_SGK	182	0	0	0
NCI-H1563	65	AKT_SGK	182	0	0	0
NCI-H1793	91	AKT_SGK	182	0	0	0
MCF7	404	AKT_SGK	182	0	0	0
HCC1395	183	AKT_SGK	182	8	0.043956043956044	0.0437158469945355
NCI-H1299	91	AKT_SGK	182	0	0	0
COLO-205	123	AKT_SGK	182	0	0	0
UM-UC-3	196	AKT_SGK	182	0	0	0
NCI-SNU-16	26	AKT_SGK	182	0	0	0
BT-549	139	AKT_SGK	182	8	0.043956043956044	0.0575539568345324
NCI-H522	88	AKT_SGK	182	0	0	0
Calu-6	87	AKT_SGK	182	0	0	0
TCCSUP	193	AKT_SGK	182	0	0	0
RT4	27	AKT_SGK	182	0	0	0
CAL-120	158	AKT_SGK	182	8	0.043956043956044	0.0506329113924051
DU-4475	125	AKT_SGK	182	8	0.043956043956044	0.064
HCC1954	50	AKT_SGK	182	0	0	0
NCI-H2085	90	AKT_SGK	182	0	0	0
HCC1937	139	AKT_SGK	182	8	0.043956043956044	0.0575539568345324
LS-513	123	AKT_SGK	182	0	0	0
HCC1569	52	AKT_SGK	182	0	0	0
NCI-H1975	91	AKT_SGK	182	0	0	0
MFM-223	138	AKT_SGK	182	8	0.043956043956044	0.0579710144927536
Calu-3	57	AKT_SGK	182	0	0	0
BFTC-905	186	AKT_SGK	182	0	0	0
J82	195	AKT_SGK	182	0	0	0
C32	76	AKT_SGK	182	0	0	0
T47D	365	AKT_SGK	182	0	0	0
NCI-H2228	85	AKT_SGK	182	0	0	0
A549	87	AKT_SGK	182	0	0	0
BT-474	435	AKT_SGK	182	0	0	0
NCI-H3122	70	AKT_SGK	182	0	0	0
MDA-MB-157	190	AKT_SGK	182	8	0.043956043956044	0.0421052631578947
SW900	87	AKT_SGK	182	0	0	0
UACC-812	340	AKT_SGK	182	0	0	0
KU-19-19	68	AKT_SGK	182	0	0	0
BT-20	192	AKT_SGK	182	8	0.043956043956044	0.0416666666666667
MDA-MB-436	187	AKT_SGK	182	8	0.043956043956044	0.0427807486631016
RKO	63	AKT_SGK	182	0	0	0
M14	129	AKT_SGK	182	8	0.043956043956044	0.062015503875969
T-24	188	AKT_SGK	182	0	0	0
NCI-H2291	89	AKT_SGK	182	0	0	0
SW837	104	AKT_SGK	182	0	0	0
MDA-MB-415	52	AKT_SGK	182	0	0	0
VCaP	29	AKT_SGK	182	0	0	0
MDA-MB-453	188	AKT_SGK	182	7	0.0384615384615385	0.0372340425531915
HCC1143	136	AKT_SGK	182	8	0.043956043956044	0.0588235294117647
HCC70	180	AKT_SGK	182	8	0.043956043956044	0.0444444444444444
CAL-51	140	AKT_SGK	182	8	0.043956043956044	0.0571428571428571
22RV1	26	AKT_SGK	182	0	0	0
HCC1806	140	AKT_SGK	182	8	0.043956043956044	0.0571428571428571
HT-1197	168	AKT_SGK	182	0	0	0
KATOIII	27	TTK	7	0	0	0
Hs-578-T	127	TTK	7	0	0	0
CAMA-1	427	TTK	7	0	0	0
MDA-MB-361	451	TTK	7	0	0	0
NCI-H23	85	TTK	7	0	0	0
SW780	181	TTK	7	0	0	0
SW48	124	TTK	7	1	0.142857142857143	0.00806451612903226
MDA-MB-175-VII	88	TTK	7	0	0	0
HT-1376	170	TTK	7	0	0	0
CAL-148	138	TTK	7	0	0	0
KMS-11	19	TTK	7	0	0	0
VM-CUB-1	128	TTK	7	0	0	0
DMS-114	110	TTK	7	0	0	0
SW948	95	TTK	7	1	0.142857142857143	0.0105263157894737
HCC1187	189	TTK	7	0	0	0
NCI-H520	111	TTK	7	0	0	0
HCC38	137	TTK	7	0	0	0
MDA-MB-231	140	TTK	7	0	0	0
NCI-H226	79	TTK	7	0	0	0
SW620	106	TTK	7	1	0.142857142857143	0.00943396226415094
HCC1500	375	TTK	7	0	0	0
MDA-MB-468	181	TTK	7	0	0	0
NCI-H358	91	TTK	7	0	0	0
HT-29	84	TTK	7	0	0	0
EVSA-T	35	TTK	7	0	0	0
647-V	191	TTK	7	0	0	0
NCI-H747	110	TTK	7	1	0.142857142857143	0.00909090909090909
NCI-H1437	89	TTK	7	0	0	0
HCC1428	136	TTK	7	0	0	0
NCI-H1703	118	TTK	7	0	0	0
HCC1419	262	TTK	7	0	0	0
NCI-H838	84	TTK	7	0	0	0
NCI-H2170	77	TTK	7	0	0	0
HCT-116	63	TTK	7	0	0	0
NCI-H1563	65	TTK	7	0	0	0
